sub,trial,emotion,valence,arousal,study
925,6,enthusiastic,237,233,pd
925,7,calm,8,-235,pd
925,8,nervous,-7,205,pd
925,9,satisfied,224,-59,pd
925,10,sluggish,-97,-90,pd
925,11,sleepy,1,-242,pd
925,12,disappointed,-221,-86,pd
925,13,quiet,-1,-238,pd
925,14,disgusted,-124,208,pd
925,15,sad,-225,136,pd
925,16,surprised,2,200,pd
925,17,aroused,242,245,pd
925,18,neutral,2,0,pd
925,19,annoyed,-60,158,pd
925,20,peppy,229,231,pd
926,1,enthusiastic,169,196,pd
926,2,still,1,-209,pd
926,3,sluggish,1,-237,pd
926,4,neutral,1,2,pd
926,5,happy,222,43,pd
926,6,relaxed,65,-187,pd
926,7,aroused,3,223,pd
926,8,peppy,1,238,pd
926,9,disappointed,-223,-43,pd
926,10,nervous,-97,130,pd
926,11,surprised,1,138,pd
926,12,calm,3,-169,pd
926,13,satisfied,116,2,pd
926,14,sad,-170,0,pd
926,15,disgusted,-226,105,pd
926,16,quiet,0,-208,pd
926,17,sleepy,0,-208,pd
926,18,annoyed,-210,63,pd
926,19,afraid,-177,191,pd
926,20,angry,-221,215,pd
927,1,sluggish,-157,-248,pd
927,2,nervous,-82,69,pd
927,3,afraid,-72,38,pd
927,4,sad,-188,28,pd
927,5,happy,168,140,pd
927,6,disappointed,-149,-200,pd
927,7,satisfied,176,104,pd
927,8,neutral,0,0,pd
927,9,still,0,-127,pd
927,10,surprised,196,192,pd
927,11,relaxed,1,-177,pd
927,12,calm,-1,-196,pd
927,13,angry,-177,181,pd
927,14,aroused,129,217,pd
927,15,quiet,1,-94,pd
927,16,annoyed,-35,16,pd
927,17,peppy,180,204,pd
927,18,disgusted,-116,56,pd
927,19,enthusiastic,209,153,pd
927,20,sleepy,2,-211,pd
928,1,neutral,0,0,pd
928,2,disgusted,-193,0,pd
928,3,quiet,32,-207,pd
928,4,enthusiastic,218,220,pd
928,5,aroused,158,220,pd
928,6,relaxed,187,-196,pd
928,7,sad,-200,-31,pd
928,8,afraid,-217,213,pd
928,9,still,-1,-209,pd
928,10,nervous,-74,153,pd
928,11,happy,227,108,pd
928,12,peppy,178,216,pd
928,13,sleepy,3,-232,pd
928,14,surprised,83,200,pd
928,15,annoyed,-189,83,pd
928,16,sluggish,-53,-207,pd
928,17,satisfied,144,9,pd
928,18,angry,-216,97,pd
928,19,disappointed,-194,-28,pd
928,20,calm,157,-125,pd
929,1,sluggish,-34,-94,pd
929,2,disappointed,-28,39,pd
929,3,calm,115,-18,pd
929,4,happy,143,113,pd
929,5,afraid,-172,169,pd
929,6,annoyed,-45,110,pd
929,7,satisfied,138,28,pd
929,8,disgusted,-146,134,pd
929,9,relaxed,82,-66,pd
929,10,peppy,112,168,pd
929,11,sleepy,18,-165,pd
929,12,angry,-194,184,pd
929,13,aroused,42,193,pd
929,14,sad,-112,-162,pd
929,15,nervous,-144,180,pd
929,16,enthusiastic,137,190,pd
929,17,surprised,10,198,pd
929,18,quiet,21,-36,pd
929,19,still,1,-1,pd
929,20,neutral,1,-1,pd
930,1,quiet,28,-215,pd
930,2,disappointed,-111,-171,pd
930,3,sad,-58,-228,pd
930,4,annoyed,-102,-7,pd
930,5,sleepy,16,-243,pd
930,6,calm,19,75,pd
930,7,nervous,-76,29,pd
930,8,peppy,33,145,pd
930,9,afraid,-69,-85,pd
930,10,happy,132,195,pd
930,11,relaxed,16,40,pd
930,12,aroused,82,65,pd
930,13,satisfied,26,33,pd
930,14,surprised,77,55,pd
930,15,still,7,9,pd
930,16,sluggish,-76,-87,pd
930,17,angry,-77,-174,pd
930,18,neutral,1,1,pd
930,19,disgusted,-41,-58,pd
930,20,enthusiastic,43,110,pd
931,1,happy,104,63,pd
931,2,annoyed,-134,-129,pd
931,3,aroused,33,178,pd
931,4,relaxed,46,21,pd
931,5,peppy,66,197,pd
931,6,satisfied,55,114,pd
931,7,sluggish,-66,53,pd
931,8,quiet,55,-16,pd
931,9,disgusted,-106,-167,pd
931,10,nervous,-103,24,pd
931,11,angry,-223,70,pd
931,12,enthusiastic,93,176,pd
931,13,afraid,-173,-88,pd
931,14,still,0,12,pd
931,15,surprised,99,149,pd
931,16,calm,3,45,pd
931,17,sad,-204,-118,pd
931,18,neutral,0,-1,pd
931,19,disappointed,-137,-111,pd
931,20,sleepy,145,13,pd
932,1,sleepy,1,-192,pd
932,2,afraid,-172,209,pd
932,3,disgusted,-213,219,pd
932,4,satisfied,223,70,pd
932,5,happy,235,160,pd
932,6,annoyed,-190,73,pd
932,7,neutral,1,-1,pd
932,8,enthusiastic,186,187,pd
932,9,sluggish,-58,-206,pd
932,10,angry,-212,205,pd
932,11,disappointed,-137,-91,pd
932,12,surprised,2,208,pd
932,13,peppy,96,198,pd
932,14,nervous,-82,171,pd
932,15,aroused,1,216,pd
932,16,sad,-179,-132,pd
932,17,still,2,-228,pd
932,18,calm,35,-211,pd
932,19,relaxed,131,-207,pd
932,20,quiet,2,-202,pd
933,1,happy,169,107,pd
933,2,aroused,11,226,pd
933,3,surprised,-19,229,pd
933,4,quiet,-23,-237,pd
933,5,peppy,216,230,pd
933,6,sleepy,-116,-238,pd
933,7,neutral,2,1,pd
933,8,disappointed,-139,162,pd
933,9,annoyed,-96,87,pd
933,10,enthusiastic,162,121,pd
933,11,calm,166,-103,pd
933,12,sluggish,-186,-169,pd
933,13,afraid,-196,190,pd
933,14,satisfied,196,36,pd
933,15,nervous,-215,78,pd
933,16,relaxed,33,-212,pd
933,17,angry,-185,236,pd
933,18,disgusted,-232,-43,pd
933,19,still,-2,-6,pd
933,20,sad,-206,-89,pd
934,1,quiet,-33,-230,pd
934,2,happy,240,124,pd
934,3,sad,-243,-78,pd
934,4,sleepy,-60,-241,pd
934,5,angry,-101,191,pd
934,6,annoyed,-174,-39,pd
934,7,still,1,-2,pd
934,8,surprised,-3,128,pd
934,9,neutral,0,0,pd
934,10,aroused,7,244,pd
934,11,disgusted,-144,-244,pd
934,12,satisfied,241,54,pd
934,13,relaxed,240,-52,pd
934,14,peppy,164,162,pd
934,15,enthusiastic,244,242,pd
934,16,afraid,-121,-159,pd
934,17,disappointed,-175,-207,pd
934,18,nervous,-150,35,pd
934,19,sluggish,-61,-248,pd
934,20,calm,45,-82,pd
935,1,peppy,235,234,pd
935,2,happy,230,34,pd
935,3,disgusted,-235,236,pd
935,4,annoyed,-174,243,pd
935,5,afraid,-240,243,pd
935,6,calm,244,-242,pd
935,7,nervous,-240,243,pd
935,8,sluggish,-28,-247,pd
935,9,aroused,105,236,pd
935,10,surprised,13,232,pd
935,11,sad,-238,-241,pd
935,12,disappointed,-236,-245,pd
935,13,quiet,17,-235,pd
935,14,neutral,2,1,pd
935,15,satisfied,241,-132,pd
935,16,still,2,-237,pd
935,17,sleepy,35,-241,pd
935,18,angry,-243,244,pd
935,19,relaxed,246,-247,pd
935,20,enthusiastic,247,242,pd
937,1,enthusiastic,171,159,pd
937,2,angry,-184,211,pd
937,3,quiet,87,-216,pd
937,4,nervous,-197,121,pd
937,5,sleepy,22,-224,pd
937,6,afraid,-196,191,pd
937,7,satisfied,126,-132,pd
937,8,still,50,-119,pd
937,9,annoyed,-232,86,pd
937,10,sluggish,-132,-204,pd
937,11,relaxed,79,-221,pd
937,12,disgusted,-151,202,pd
937,13,sad,-151,-172,pd
937,14,neutral,1,1,pd
937,15,happy,175,199,pd
937,16,calm,137,-217,pd
937,17,aroused,19,177,pd
937,18,peppy,39,208,pd
937,19,surprised,128,167,pd
937,20,disappointed,-131,172,pd
938,1,neutral,0,1,pd
938,2,satisfied,247,125,pd
938,3,nervous,-157,-107,pd
938,4,enthusiastic,173,204,pd
938,5,peppy,169,156,pd
938,6,happy,243,57,pd
938,7,angry,-243,-20,pd
938,8,afraid,-160,-159,pd
938,9,annoyed,-200,-158,pd
938,10,relaxed,189,43,pd
938,11,disappointed,-140,-159,pd
938,12,disgusted,-33,-244,pd
938,13,aroused,0,241,pd
938,14,calm,134,33,pd
938,15,sluggish,-104,-205,pd
938,16,still,2,-248,pd
938,17,surprised,118,218,pd
938,18,sleepy,-25,-244,pd
938,19,quiet,-29,-194,pd
938,20,sad,-245,-32,pd
939,1,relaxed,1,-194,pd
939,2,calm,0,-101,pd
939,3,sleepy,0,-242,pd
939,4,disappointed,-99,0,pd
939,5,nervous,-146,92,pd
939,6,quiet,2,-62,pd
939,7,enthusiastic,121,175,pd
939,8,sad,-134,-54,pd
939,9,still,0,-19,pd
939,10,aroused,2,242,pd
939,11,peppy,143,191,pd
939,12,happy,245,0,pd
939,13,surprised,1,146,pd
939,14,angry,-189,139,pd
939,15,disgusted,-188,69,pd
939,16,neutral,0,0,pd
939,17,satisfied,136,1,pd
939,18,annoyed,-165,121,pd
939,19,sluggish,-1,-113,pd
939,20,afraid,-125,154,pd
940,1,peppy,126,74,pd
940,2,sad,-125,-114,pd
940,3,aroused,4,221,pd
940,4,happy,172,84,pd
940,5,afraid,-203,101,pd
940,6,quiet,-8,7,pd
940,7,nervous,-212,205,pd
940,8,relaxed,140,0,pd
940,9,neutral,3,1,pd
940,10,still,-3,5,pd
940,11,sleepy,0,-69,pd
940,12,calm,55,-3,pd
940,13,disappointed,-137,-7,pd
940,14,angry,-91,146,pd
940,15,enthusiastic,165,192,pd
940,16,sluggish,-61,-58,pd
940,17,annoyed,-69,68,pd
940,18,satisfied,104,8,pd
940,19,disgusted,-140,-26,pd
940,20,surprised,120,57,pd
941,1,still,78,-153,pd
941,2,disgusted,-186,63,pd
941,3,surprised,16,67,pd
941,4,angry,-155,155,pd
941,5,nervous,-173,42,pd
941,6,enthusiastic,211,77,pd
941,7,sluggish,-50,-182,pd
941,8,disappointed,-173,-28,pd
941,9,sad,-177,-154,pd
941,10,afraid,-204,84,pd
941,11,quiet,205,-44,pd
941,12,peppy,81,88,pd
941,13,aroused,31,169,pd
941,14,satisfied,218,47,pd
941,15,neutral,44,18,pd
941,16,relaxed,88,-109,pd
941,17,calm,176,-46,pd
941,18,happy,141,76,pd
941,19,sleepy,-38,-125,pd
941,20,annoyed,-166,42,pd
942,1,still,2,2,pd
942,2,disgusted,-126,152,pd
942,3,nervous,-171,-53,pd
942,4,disappointed,-142,-152,pd
942,5,neutral,2,0,pd
942,6,sluggish,-10,-147,pd
942,7,annoyed,-55,18,pd
942,8,aroused,1,240,pd
942,9,angry,-234,239,pd
942,10,peppy,152,187,pd
942,11,sad,-173,60,pd
942,12,quiet,1,-225,pd
942,13,afraid,-108,203,pd
942,14,calm,1,-242,pd
942,15,sleepy,2,-239,pd
942,16,satisfied,238,-2,pd
942,17,relaxed,82,-236,pd
942,18,happy,186,86,pd
942,19,surprised,0,236,pd
942,20,enthusiastic,250,250,pd
944,1,sad,-155,-183,pd
944,2,annoyed,-109,76,pd
944,3,neutral,1,2,pd
944,4,happy,165,10,pd
944,5,sluggish,-20,-198,pd
944,6,disappointed,-85,-123,pd
944,7,afraid,-191,190,pd
944,8,relaxed,168,-221,pd
944,9,aroused,196,211,pd
944,10,surprised,-1,189,pd
944,11,angry,-209,234,pd
944,12,peppy,86,202,pd
944,13,calm,49,-207,pd
944,14,still,2,-231,pd
944,15,enthusiastic,199,171,pd
944,16,nervous,-63,207,pd
944,17,satisfied,184,-28,pd
944,18,quiet,20,-160,pd
944,19,sleepy,0,-196,pd
944,20,disgusted,-185,153,pd
945,1,surprised,22,222,pd
945,2,relaxed,198,-236,pd
945,3,disappointed,-202,-77,pd
945,4,enthusiastic,210,234,pd
945,5,sleepy,10,-245,pd
945,6,neutral,1,-1,pd
945,7,happy,234,119,pd
945,8,afraid,-226,204,pd
945,9,annoyed,-125,95,pd
945,10,peppy,152,240,pd
945,11,aroused,1,243,pd
945,12,sad,-226,-24,pd
945,13,calm,206,-216,pd
945,14,angry,-230,232,pd
945,15,quiet,58,-230,pd
945,16,still,78,-223,pd
945,17,nervous,-174,236,pd
945,18,disgusted,-245,44,pd
945,19,sluggish,-169,-232,pd
945,20,satisfied,219,-53,pd
946,1,enthusiastic,239,239,pd
946,2,happy,204,125,pd
946,3,sleepy,34,-182,pd
946,4,relaxed,226,-206,pd
946,5,nervous,-58,61,pd
946,6,annoyed,-199,124,pd
946,7,surprised,0,209,pd
946,8,satisfied,240,0,pd
946,9,neutral,0,0,pd
946,10,calm,212,-142,pd
946,11,angry,-238,236,pd
946,12,sluggish,-166,-215,pd
946,13,still,1,-173,pd
946,14,peppy,172,133,pd
946,15,disgusted,-241,58,pd
946,16,sad,-206,-195,pd
946,17,disappointed,-210,-33,pd
946,18,aroused,180,175,pd
946,19,quiet,1,-215,pd
946,20,afraid,-197,129,pd
947,1,disgusted,2,-1,pd
947,2,peppy,1,101,pd
947,3,surprised,216,-2,pd
947,4,sluggish,-105,3,pd
947,5,quiet,78,-1,pd
947,6,nervous,-8,3,pd
947,7,happy,225,-1,pd
947,8,satisfied,203,0,pd
947,9,sad,-216,-1,pd
947,10,aroused,2,201,pd
947,11,annoyed,-183,-1,pd
947,12,calm,104,-2,pd
947,13,angry,-192,2,pd
947,14,still,114,3,pd
947,15,afraid,-2,-175,pd
947,16,neutral,2,4,pd
947,17,sleepy,-50,0,pd
947,18,enthusiastic,221,1,pd
947,19,relaxed,1,91,pd
947,20,disappointed,-1,-177,pd
948,1,surprised,85,144,pd
948,2,satisfied,212,-66,pd
948,3,neutral,2,-1,pd
948,4,calm,0,1,pd
948,5,annoyed,-196,179,pd
948,6,still,64,4,pd
948,7,nervous,-169,-58,pd
948,8,happy,182,180,pd
948,9,peppy,145,146,pd
948,10,sad,-74,-158,pd
948,11,sluggish,-156,-102,pd
948,12,sleepy,-72,-205,pd
948,13,afraid,-60,-53,pd
948,14,aroused,4,236,pd
948,15,relaxed,8,-233,pd
948,16,disappointed,-46,-72,pd
948,17,enthusiastic,112,55,pd
948,18,quiet,0,-60,pd
948,19,disgusted,-44,233,pd
948,20,angry,-244,246,pd
949,1,afraid,-239,242,pd
949,2,sad,-244,-239,pd
949,3,quiet,-3,-132,pd
949,4,neutral,0,0,pd
949,5,surprised,68,231,pd
949,6,disappointed,-194,-243,pd
949,7,enthusiastic,216,241,pd
949,8,angry,-207,168,pd
949,9,sleepy,114,-246,pd
949,10,happy,135,181,pd
949,11,annoyed,-138,136,pd
949,12,calm,234,0,pd
949,13,peppy,225,242,pd
949,14,sluggish,-43,-203,pd
949,15,satisfied,166,-79,pd
949,16,relaxed,233,-230,pd
949,17,nervous,-161,129,pd
949,18,still,237,-1,pd
949,19,aroused,158,160,pd
949,20,disgusted,-178,192,pd
950,1,satisfied,142,91,pd
950,2,aroused,2,221,pd
950,3,neutral,0,1,pd
950,4,happy,195,2,pd
950,5,disgusted,-246,143,pd
950,6,sluggish,-102,-151,pd
950,7,peppy,156,161,pd
950,8,disappointed,-106,-56,pd
950,9,sleepy,1,-182,pd
950,10,angry,-219,225,pd
950,11,nervous,-150,163,pd
950,12,afraid,-207,216,pd
950,13,relaxed,93,-71,pd
950,14,quiet,-1,-79,pd
950,15,sad,-144,3,pd
950,16,surprised,0,216,pd
950,17,calm,125,-162,pd
950,18,enthusiastic,170,178,pd
950,19,annoyed,-162,161,pd
950,20,still,0,-134,pd
951,1,aroused,134,212,pd
951,2,happy,235,58,pd
951,3,satisfied,129,146,pd
951,4,surprised,0,115,pd
951,5,enthusiastic,202,105,pd
951,6,angry,-237,115,pd
951,7,relaxed,1,1,pd
951,8,quiet,1,-100,pd
951,9,afraid,-96,-58,pd
951,10,still,0,-1,pd
951,11,nervous,-147,27,pd
951,12,calm,84,-2,pd
951,13,disgusted,-241,73,pd
951,14,sad,-118,-182,pd
951,15,neutral,-1,-1,pd
951,16,sleepy,2,-244,pd
951,17,sluggish,-35,-63,pd
951,18,annoyed,-97,49,pd
951,19,disappointed,-146,-85,pd
951,20,peppy,-84,-4,pd
953,1,enthusiastic,137,214,pd
953,2,peppy,127,139,pd
953,3,sleepy,-170,-162,pd
953,4,annoyed,-155,170,pd
953,5,still,-3,-218,pd
953,6,disappointed,-199,-218,pd
953,7,sad,-189,-203,pd
953,8,satisfied,94,116,pd
953,9,relaxed,64,169,pd
953,10,afraid,-146,162,pd
953,11,neutral,4,-3,pd
953,12,quiet,91,-173,pd
953,13,angry,-133,231,pd
953,14,aroused,131,188,pd
953,15,sluggish,-132,-223,pd
953,16,happy,145,233,pd
953,17,nervous,-96,-39,pd
953,18,calm,-114,-86,pd
953,19,disgusted,-155,-216,pd
953,20,surprised,116,122,pd
956,1,surprised,2,174,pd
956,2,peppy,-1,123,pd
956,3,disgusted,5,-206,pd
956,4,enthusiastic,183,2,pd
956,5,angry,-201,0,pd
956,6,still,-1,0,pd
956,7,sluggish,-1,-211,pd
956,8,satisfied,5,219,pd
956,9,sleepy,-1,-224,pd
956,10,calm,1,0,pd
956,11,nervous,-188,0,pd
956,12,aroused,0,173,pd
956,13,sad,1,-172,pd
956,14,annoyed,2,-194,pd
956,15,disappointed,1,-206,pd
956,16,happy,197,-5,pd
956,17,neutral,1,1,pd
956,18,relaxed,1,59,pd
956,19,quiet,1,0,pd
956,20,afraid,1,124,pd
957,1,disgusted,-143,-17,pd
957,2,quiet,11,-12,pd
957,3,relaxed,100,-187,pd
957,4,sluggish,-183,-211,pd
957,5,surprised,156,146,pd
957,6,still,8,-203,pd
957,7,disappointed,-128,-69,pd
957,8,annoyed,-160,178,pd
957,9,enthusiastic,148,179,pd
957,10,afraid,-195,182,pd
957,11,neutral,0,2,pd
957,12,calm,59,-191,pd
957,13,peppy,120,208,pd
957,14,satisfied,97,-150,pd
957,15,sad,-189,92,pd
957,16,aroused,156,219,pd
957,17,nervous,-196,87,pd
957,18,happy,196,97,pd
957,19,angry,-183,80,pd
957,20,sleepy,-78,-226,pd
958,1,quiet,138,-181,pd
958,2,sluggish,-213,-229,pd
958,3,relaxed,237,-239,pd
958,4,annoyed,-175,187,pd
958,5,surprised,81,219,pd
958,6,sleepy,-1,-230,pd
958,7,disappointed,-215,-87,pd
958,8,nervous,-133,242,pd
958,9,angry,-202,234,pd
958,10,satisfied,178,-52,pd
958,11,happy,184,191,pd
958,12,calm,224,-226,pd
958,13,aroused,1,247,pd
958,14,disgusted,-239,111,pd
958,15,still,79,-242,pd
958,16,enthusiastic,237,244,pd
958,17,peppy,145,192,pd
958,18,sad,-136,-92,pd
958,19,neutral,-1,1,pd
958,20,afraid,-209,175,pd
959,1,relaxed,206,-2,pd
959,2,annoyed,-113,-48,pd
959,3,aroused,0,225,pd
959,4,nervous,-146,-10,pd
959,5,enthusiastic,162,11,pd
959,6,angry,-158,0,pd
959,7,sluggish,-91,1,pd
959,8,sad,-176,0,pd
959,9,quiet,-4,-5,pd
959,10,happy,98,-5,pd
959,11,satisfied,96,170,pd
959,12,disappointed,-83,-9,pd
959,13,still,-5,3,pd
959,14,disgusted,-115,-5,pd
959,15,calm,134,-1,pd
959,16,sleepy,3,-4,pd
959,17,surprised,70,99,pd
959,18,afraid,-142,-12,pd
959,19,neutral,-3,0,pd
959,20,peppy,48,29,pd
960,1,satisfied,109,104,pd
960,2,relaxed,101,104,pd
960,3,disappointed,96,-155,pd
960,4,disgusted,105,-116,pd
960,5,surprised,112,101,pd
960,6,angry,112,-152,pd
960,7,sad,108,-119,pd
960,8,annoyed,127,-162,pd
960,9,peppy,111,-178,pd
960,10,neutral,-1,2,pd
960,11,nervous,43,-146,pd
960,12,sluggish,-103,84,pd
960,13,afraid,-159,57,pd
960,14,still,45,52,pd
960,15,sleepy,88,-80,pd
960,16,quiet,87,110,pd
960,17,aroused,91,94,pd
960,18,enthusiastic,105,85,pd
960,19,calm,105,164,pd
960,20,happy,77,182,pd
961,1,nervous,-188,-12,pd
961,2,quiet,9,4,pd
961,3,disgusted,-155,-132,pd
961,4,surprised,48,131,pd
961,5,aroused,100,180,pd
961,6,disappointed,-150,-104,pd
961,7,sad,-123,-3,pd
961,8,afraid,-84,1,pd
961,9,sleepy,7,2,pd
961,10,peppy,176,1,pd
961,11,enthusiastic,156,54,pd
961,12,annoyed,-139,8,pd
961,13,still,5,0,pd
961,14,sluggish,-112,0,pd
961,15,happy,106,3,pd
961,16,relaxed,32,1,pd
961,17,satisfied,142,-15,pd
961,18,angry,-94,-128,pd
961,19,calm,-6,0,pd
961,20,neutral,2,0,pd
962,1,disgusted,-155,44,pd
962,2,disappointed,-128,-126,pd
962,3,sad,-183,-147,pd
962,4,sluggish,-128,-209,pd
962,5,relaxed,182,-27,pd
962,6,still,94,28,pd
962,7,peppy,164,154,pd
962,8,annoyed,-129,-100,pd
962,9,calm,143,-155,pd
962,10,afraid,-154,148,pd
962,11,satisfied,169,-28,pd
962,12,happy,179,165,pd
962,13,aroused,190,215,pd
962,14,enthusiastic,162,95,pd
962,15,neutral,0,-2,pd
962,16,angry,-153,152,pd
962,17,nervous,-163,61,pd
962,18,surprised,89,170,pd
962,19,quiet,47,-145,pd
962,20,sleepy,61,-168,pd
963,1,satisfied,176,29,pd
963,2,disgusted,-192,87,pd
963,3,sleepy,-193,-160,pd
963,4,quiet,2,-182,pd
963,5,sad,-198,-41,pd
963,6,annoyed,-197,65,pd
963,7,still,0,-148,pd
963,8,disappointed,-158,23,pd
963,9,calm,183,-205,pd
963,10,angry,-195,193,pd
963,11,nervous,-206,36,pd
963,12,peppy,137,86,pd
963,13,sluggish,-200,-164,pd
963,14,aroused,179,211,pd
963,15,relaxed,-205,-113,pd
963,16,happy,185,24,pd
963,17,neutral,0,0,pd
963,18,surprised,1,55,pd
963,19,afraid,-184,60,pd
963,20,enthusiastic,160,85,pd
964,1,angry,-191,65,pd
964,2,calm,225,-77,pd
964,3,sluggish,-39,-211,pd
964,4,disappointed,-33,-118,pd
964,5,disgusted,-231,97,pd
964,6,relaxed,235,-104,pd
964,7,still,8,-241,pd
964,8,annoyed,-116,9,pd
964,9,sleepy,36,-233,pd
964,10,afraid,-125,143,pd
964,11,sad,-71,-27,pd
964,12,nervous,-129,114,pd
964,13,satisfied,75,-33,pd
964,14,quiet,44,-173,pd
964,15,surprised,118,113,pd
964,16,neutral,1,0,pd
964,17,happy,152,132,pd
964,18,peppy,188,209,pd
964,19,enthusiastic,152,162,pd
964,20,aroused,195,199,pd
965,1,sleepy,1,-101,pd
965,2,still,1,0,pd
965,3,sluggish,-101,-170,pd
965,4,calm,3,0,pd
965,5,disappointed,-187,-168,pd
965,6,enthusiastic,171,194,pd
965,7,annoyed,-208,-83,pd
965,8,nervous,-131,-205,pd
965,9,aroused,128,209,pd
965,10,sad,-229,-167,pd
965,11,quiet,1,-5,pd
965,12,peppy,198,108,pd
965,13,relaxed,-5,-4,pd
965,14,angry,-196,-199,pd
965,15,disgusted,-240,-240,pd
965,16,satisfied,3,2,pd
965,17,happy,224,176,pd
965,18,surprised,226,127,pd
965,19,neutral,4,0,pd
965,20,afraid,-191,97,pd
966,1,sleepy,-1,-225,pd
966,2,calm,233,-2,pd
966,3,disappointed,-235,-2,pd
966,4,relaxed,232,-243,pd
966,5,surprised,198,237,pd
966,6,nervous,-236,230,pd
966,7,neutral,-1,-3,pd
966,8,still,1,-234,pd
966,9,quiet,-1,-237,pd
966,10,afraid,-243,243,pd
966,11,sluggish,-226,-220,pd
966,12,disgusted,-235,-2,pd
966,13,peppy,234,240,pd
966,14,happy,222,236,pd
966,15,satisfied,233,-4,pd
966,16,annoyed,-234,-3,pd
966,17,sad,-240,-242,pd
966,18,enthusiastic,236,233,pd
966,19,aroused,0,238,pd
966,20,angry,-233,236,pd
967,1,afraid,-215,158,pd
967,2,quiet,160,-219,pd
967,3,still,64,-222,pd
967,4,surprised,-31,163,pd
967,5,peppy,106,99,pd
967,6,sleepy,1,-224,pd
967,7,sad,-123,-150,pd
967,8,angry,-189,63,pd
967,9,annoyed,-72,105,pd
967,10,neutral,0,1,pd
967,11,aroused,-1,210,pd
967,12,satisfied,194,-43,pd
967,13,enthusiastic,106,217,pd
967,14,relaxed,172,-164,pd
967,15,disgusted,-119,42,pd
967,16,happy,178,40,pd
967,17,nervous,-61,110,pd
967,18,sluggish,-59,-187,pd
967,19,calm,116,-221,pd
967,20,disappointed,-73,-25,pd
968,1,afraid,-162,176,pd
968,2,aroused,249,248,pd
968,3,sleepy,2,-185,pd
968,4,enthusiastic,161,176,pd
968,5,disgusted,-242,103,pd
968,6,sad,-127,-66,pd
968,7,calm,246,-247,pd
968,8,satisfied,246,-1,pd
968,9,neutral,0,0,pd
968,10,still,1,-62,pd
968,11,peppy,45,178,pd
968,12,annoyed,-101,-60,pd
968,13,angry,-246,248,pd
968,14,surprised,2,149,pd
968,15,sluggish,-117,-234,pd
968,16,relaxed,180,-186,pd
968,17,nervous,-105,75,pd
968,18,disappointed,-234,-46,pd
968,19,quiet,2,-35,pd
968,20,happy,150,24,pd
969,1,nervous,-163,178,pd
969,2,peppy,187,166,pd
969,3,neutral,-1,-1,pd
969,4,aroused,24,177,pd
969,5,afraid,-217,217,pd
969,6,disgusted,-178,137,pd
969,7,sleepy,-25,-179,pd
969,8,relaxed,212,-197,pd
969,9,disappointed,-151,-103,pd
969,10,enthusiastic,191,189,pd
969,11,calm,219,-175,pd
969,12,sluggish,-158,-150,pd
969,13,quiet,160,-191,pd
969,14,satisfied,218,-150,pd
969,15,surprised,55,153,pd
969,16,happy,189,182,pd
969,17,angry,-185,199,pd
969,18,sad,-177,-108,pd
969,19,annoyed,-186,140,pd
969,20,still,220,-145,pd
970,1,enthusiastic,51,67,pd
970,2,neutral,-4,0,pd
970,3,disgusted,-107,49,pd
970,4,happy,113,128,pd
970,5,angry,-213,171,pd
970,6,disappointed,-64,-76,pd
970,7,surprised,-1,76,pd
970,8,aroused,4,231,pd
970,9,nervous,0,-62,pd
970,10,sad,-103,-107,pd
970,11,afraid,-118,97,pd
970,12,sleepy,0,-154,pd
970,13,relaxed,1,-40,pd
970,14,annoyed,-103,42,pd
970,15,satisfied,148,5,pd
970,16,sluggish,-3,-51,pd
970,17,calm,-3,4,pd
970,18,still,-1,1,pd
970,19,peppy,49,127,pd
970,20,quiet,-1,-183,pd
971,1,disappointed,-158,50,pd
971,2,sad,-182,-85,pd
971,3,surprised,2,141,pd
971,4,happy,212,167,pd
971,5,peppy,157,103,pd
971,6,nervous,-130,88,pd
971,7,still,1,-1,pd
971,8,afraid,-169,133,pd
971,9,angry,-208,203,pd
971,10,disgusted,-103,109,pd
971,11,enthusiastic,199,204,pd
971,12,quiet,131,-147,pd
971,13,satisfied,152,139,pd
971,14,annoyed,-233,187,pd
971,15,aroused,227,223,pd
971,16,calm,124,-2,pd
971,17,relaxed,154,-88,pd
971,18,neutral,0,-2,pd
971,19,sleepy,58,-208,pd
971,20,sluggish,-90,-222,pd
972,1,happy,192,198,pd
972,2,angry,-217,223,pd
972,3,disappointed,-149,-80,pd
972,4,peppy,179,177,pd
972,5,nervous,-224,186,pd
972,6,afraid,-199,213,pd
972,7,sleepy,-114,-13,pd
972,8,enthusiastic,218,219,pd
972,9,satisfied,204,-216,pd
972,10,relaxed,213,-205,pd
972,11,disgusted,-201,-105,pd
972,12,calm,229,-236,pd
972,13,neutral,1,2,pd
972,14,still,109,-226,pd
972,15,surprised,-3,219,pd
972,16,annoyed,-197,199,pd
972,17,aroused,247,237,pd
972,18,sad,-205,-136,pd
972,19,quiet,-3,1,pd
972,20,sluggish,-97,-243,pd
973,1,happy,218,227,pd
973,2,satisfied,194,-6,pd
973,3,nervous,-159,209,pd
973,4,still,1,2,pd
973,5,enthusiastic,61,232,pd
973,6,afraid,-197,116,pd
973,7,neutral,-1,2,pd
973,8,surprised,2,241,pd
973,9,relaxed,3,3,pd
973,10,sleepy,26,-240,pd
973,11,quiet,23,-14,pd
973,12,angry,-217,240,pd
973,13,sad,-33,-232,pd
973,14,disgusted,-230,-84,pd
